Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy
1,0.1529389287730058,95.04166666666667,0.022669126781324545,99.46666666666667
2,0.02390557037713006,99.225,0.019854343050469955,99.46666666666667
3,0.013787444066101065,99.58333333333333,0.007189165863402498,99.73333333333333
4,0.008423094041936564,99.69166666666666,0.00403690857696347,99.93333333333332
5,0.006303650403666931,99.83333333333333,0.011439187928723792,99.8
6,0.0038220514494848126,99.91666666666667,0.007181133157457225,99.86666666666667
7,0.0022417363438034955,99.90833333333333,0.0058836913707103426,99.73333333333333
8,0.003538984941706682,99.90833333333333,0.004648855367403788,99.8
